Bid ranges (gross),Advertisers,Bids,Average bid CPM (gross) (THB),Estimated earnings from bids (THB),Impressions won,Winning bid CPM (gross) (THB),Close CPM (THB),Win %
THB 9.57 - THB 12.76,Shutterstock,"2,024",11.02,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Singapore Airlines Group,315,10.53,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Skyscanner,63,11.22,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Standard Chartered,1,10.82,0,0,0,0,0.00%
THB 9.57 - THB 12.76,State Of North Carolina,1,11.61,0,0,0,0,0.00%
THB 9.57 - THB 12.76,TCC Group,"7,102",11.03,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Telenor Group,"2,644",10.99,0,0,0,0,0.00%
THB 9.57 - THB 12.76,TopValue,623,11,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Travelclick,1,12.25,0,0,0,0,0.00%
THB 9.57 - THB 12.76,traveloka.com,"2,844",10.96,0,0,0,0,0.00%
THB 9.57 - THB 12.76,TripAdvisor Group,"1,512",11.05,0,0,0,0,0.00%
THB 9.57 - THB 12.76,TRUE,"3,627",11.06,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Tune Group,"9,163",11.13,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Unclassified advertisers,"19,713",11.05,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Under Armour,374,11.09,0,0,0,0,0.00%
THB 9.57 - THB 12.76,United Artists Releasing,1,12.57,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Visa,14,11.53,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Woodpecker Asia Tech,73,11.08,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Wynn Resorts,67,12.13,0,0,0,0,0.00%
THB 9.57 - THB 12.76,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),264,11.06,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Accor Group,7,14.25,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Alibaba Group Holding,24,14.59,0,0,0,0,0.00%
THB 12.76 - THB 15.95,All Nippon Airways,10,14.14,0,0,0,0,0.00%
THB 12.76 - THB 15.95,BCD Holdings,91,13.99,0,0,0,0,0.00%
THB 12.76 - THB 15.95,BNP Paribas,187,15.81,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Booking Holdings,"1,323",14.21,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Central Group,915,14.3,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Cheung Kong Group,33,13.98,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Cigna,17,14.18,0,0,0,0,0.00%
THB 12.76 - THB 15.95,CIMB,2,13.53,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Ctrip,48,14.23,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Emirates Group,251,14.23,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Ford Motor Company,5,15.04,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Forzieri,56,13.56,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Fragrance X,1,14.81,0,0,0,0,0.00%
THB 12.76 - THB 15.95,General Electric Company,204,14.24,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Government Of Qatar,134,14.47,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Grab Taxi,300,14.55,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Hainan Airlines,1,12.86,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Hilton Worldwide Group,3,15.12,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Hotels Combined,675,14.23,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Huawei Technologies,13,14.17,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Hyatt,1,14.36,0,0,0,0,0.00%
THB 12.76 - THB 15.95,IAC,51,15,0,0,0,0,0.00%
THB 12.76 - THB 15.95,ICart - happyfresh.com,33,13.95,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Intercontinental Hotels Group,4,14.32,0,0,0,0,0.00%
THB 12.76 - THB 15.95,JAL,2,12.76,0,0,0,0,0.00%
THB 12.76 - THB 15.95,JD.com,240,14.32,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Kiatnakin Bank,6,14.41,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Krungsri Bank,9,14.96,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Kuok Group,35,14.32,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Live Max,1,14.58,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Marina Bay Sands,3,15.24,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Microsoft Corp.,49,14.24,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Minor Group International,87,14.39,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Netflix,"13,995",14.44,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Pomelo,375,14.25,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Renault Group,15,14.43,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Rocket Internet,"2,456",14.17,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Shutterstock,"1,167",14.19,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Singapore Airlines Group,6,12.76,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Skyscanner,44,14.17,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Spotify,6,14.18,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Standard Chartered,1,13.02,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Swarovski Group,18,14.64,0,0,0,0,0.00%
THB 12.76 - THB 15.95,TCC Group,"4,510",14.24,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Telenor Group,"1,662",14.22,0,0,0,0,0.00%
THB 12.76 - THB 15.95,The Walt Disney Company,1,15.32,0,0,0,0,0.00%
THB 12.76 - THB 15.95,TopValue,421,14.29,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Travelclick,1,13.53,0,0,0,0,0.00%
THB 12.76 - THB 15.95,traveloka.com,"1,510",14.26,0,0,0,0,0.00%
THB 12.76 - THB 15.95,TripAdvisor Group,962,14.26,0,0,0,0,0.00%
THB 12.76 - THB 15.95,TRUE,"2,349",14.25,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Tune Group,"12,721",14.39,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Unclassified advertisers,"33,967",14.57,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Under Armour,255,14.18,0,0,0,0,0.00%
THB 12.76 - THB 15.95,United Artists Releasing,6,14.64,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Visa,5,14.73,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Woodpecker Asia Tech,46,14.1,0,0,0,0,0.00%
THB 12.76 - THB 15.95,Wyndham Worldwide,1,14.36,0,0,0,0,0.00%
THB 12.76 - THB 15.95,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),191,14.34,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Accor Group,130,15.99,0,0,0,0,0.00%
THB 15.95 - THB 19.15,AIA Group,7,16.05,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Air New Zealand,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Akshaya Patra Foundation,8,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Alibaba Group Holding,28,17.72,0,0,0,0,0.00%
THB 15.95 - THB 19.15,All Nippon Airways,10,17.47,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Ananda Development,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Australian Unity,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,BANYAN TREE HOLDINGS LIMITED,102,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,BCD Holdings,70,17.51,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Bellstar Hotels and Resorts,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Best Western,7,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,BNP Paribas,147,16.64,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Booking Holdings,911,17.41,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Camfil Farr,23,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,CapitaLand,62,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Carlson,25,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Carsales Network,2,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Central Group,709,17.43,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Chateau D'Ax,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Cheung Kong Group,33,16,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Cigna,15,17.34,0,0,0,0,0.00%
THB 15.95 - THB 19.15,CIMB,1,18.22,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Columbia University,1,17.2,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Ctrip,31,17.49,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Dalata Hotel Group,3,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Deutsche Zentrale fur Tourismus,3,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Diamond Resorts International,3,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Emirates Group,125,17.31,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Eniro,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Fairfax Media,6,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Ford Motor Company,4,16.03,0,0,0,0,0.00%
THB 15.95 - THB 19.15,General Electric Company,124,17.51,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Georgetown University,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Gouvernement de la République française,6,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Government Of Qatar,110,17.59,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Grab Taxi,481,17.68,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Grupo Posadas,169,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Hilton Worldwide Group,6,17.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Hongkong & Shanghai Hotels,4,17.55,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Hotels Combined,431,17.46,0,0,0,0,0.00%
THB 15.95 - THB 19.15,HP Inc,4,16.27,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Huawei Technologies,21,17.8,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Hyatt,2,17.55,0,0,0,0,0.00%
THB 15.95 - THB 19.15,IAC,27,17.51,0,0,0,0,0.00%
THB 15.95 - THB 19.15,ICart - happyfresh.com,37,17.93,0,0,0,0,0.00%
THB 15.95 - THB 19.15,"Informations Systems Audit & Control Assoc, Inc",1,16.46,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Intercontinental Hotels Group,3,16.68,0,0,0,0,0.00%
THB 15.95 - THB 19.15,JAL,5,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Japan National Tourism Organization,1,16.4,0,0,0,0,0.00%
THB 15.95 - THB 19.15,JD.com,165,17.48,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Kiatnakin Bank,"1,045",17.54,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Korman Communities,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Krungsri Bank,3,18.37,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Kuok Group,21,17.29,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Loumar Turismo,2,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Marina Bay Sands,2,16.34,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Marriott International,1,18,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Medien Union GmbH Ludwigshafen,5,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Meridiana,1,18.22,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Microsoft Corp.,49,17.68,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Minor Group International,43,17.08,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Netflix,"18,666",17.61,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Nexity,2,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Nike,1,18.54,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Oad Groep,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,PayPal,2,18.35,0,0,0,0,0.00%
THB 15.95 - THB 19.15,perry johnson registrars,2,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Pomelo,213,17.43,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Radissonblu,27,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Red Lion Hotels Corporation,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Renault Group,7,17.12,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Richemont,6,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Rocket Internet,"1,491",17.4,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Samsung Group,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,SellOffVacations.com,4,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Shutterstock,625,17.37,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Singapore Airlines Group,3,17.04,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Skyscanner,25,17.35,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Slate.com,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Spotify,5,16.52,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Standard Chartered,1,16.98,0,0,0,0,0.00%
THB 15.95 - THB 19.15,State Of North Carolina,3,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Sumitomo Real Estate,2,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Supalai,2,18.06,0,0,0,0,0.00%
THB 15.95 - THB 19.15,TCC Group,"2,909",17.39,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Telenor Group,"1,097",17.48,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Teletext,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,The Walt Disney Company,5,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,TopValue,352,17.43,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Travelclick,153,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,traveloka.com,947,17.41,0,0,0,0,0.00%
THB 15.95 - THB 19.15,TripAdvisor Group,719,17.4,0,0,0,0,0.00%
THB 15.95 - THB 19.15,TRUE,"1,597",17.41,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Tune Group,"9,122",17.45,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Unclassified advertisers,"34,306",17.49,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Under Armour,192,17.47,0,0,0,0,0.00%
THB 15.95 - THB 19.15,United Artists Releasing,3,17.89,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Viovet,1,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Visa,7,18.28,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Wheelock & Company,5,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Woodpecker Asia Tech,24,17.89,0,0,0,0,0.00%
THB 15.95 - THB 19.15,Wyndham Worldwide,26,15.95,0,0,0,0,0.00%
THB 15.95 - THB 19.15,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),161,17.39,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Accor Group,3,20.13,0,0,0,0,0.00%
THB 19.15 - THB 22.34,AIA Group,19,20.31,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Air France-KLM Group,1,19.53,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Alibaba Group Holding,21,21.14,0,0,0,0,0.00%
THB 19.15 - THB 22.34,All Nippon Airways,8,20.94,0,0,0,0,0.00%
THB 19.15 - THB 22.34,BCD Holdings,63,20.55,0,0,0,0,0.00%
THB 19.15 - THB 22.34,BNP Paribas,17,19.98,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Booking Holdings,626,20.63,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Carlson,1,21.41,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Central Group,474,20.64,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Cigna,12,20.8,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Ctrip,24,20.5,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Emirates Group,98,20.62,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Experian,2,21.7,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Facebook,1,21.67,0,0,0,0,0.00%
THB 19.15 - THB 22.34,General Electric Company,118,20.72,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Government Of Qatar,81,20.65,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Government of Taiwan,1,19.15,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Grab Taxi,881,20.9,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Hilton Worldwide Group,2,20.77,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Hotels Combined,292,20.6,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Huawei Technologies,14,20.89,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Hyatt,2,21.38,0,0,0,0,0.00%
THB 19.15 - THB 22.34,IAC,17,20.41,0,0,0,0,0.00%
THB 19.15 - THB 22.34,ICart - happyfresh.com,40,21.38,0,0,0,0,0.00%
THB 19.15 - THB 22.34,JAL,1,19.15,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Japan National Tourism Organization,2,19.91,0,0,0,0,0.00%
THB 19.15 - THB 22.34,JD.com,125,20.65,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Kasikorn Bank PCL,1,21.06,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Krungsri Bank,7,20.81,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Kuok Group,18,20.65,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Marina Bay Sands,2,21.71,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Microsoft Corp.,35,20.76,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Minor Group International,53,21.04,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Netflix,"22,574",20.76,0,0,0,0,0.00%
THB 19.15 - THB 22.34,PayPal,1,19.75,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Pomelo,181,20.73,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Qantas Group,1,20.1,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Renault Group,"1,908",20.05,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Rocket Internet,997,20.64,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Shutterstock,402,20.64,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Singapore Airlines Group,1,19.18,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Six Senses Hotels Resorts Spas,2,20.31,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Skyscanner,29,20.29,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Spotify,7,20.12,0,0,0,0,0.00%
THB 19.15 - THB 22.34,StandUpGirl,1,19.15,0,0,0,0,0.00%
THB 19.15 - THB 22.34,TCC Group,"2,024",20.64,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Telenor Group,784,20.64,0,0,0,0,0.00%
THB 19.15 - THB 22.34,The Walt Disney Company,1,19.15,0,0,0,0,0.00%
THB 19.15 - THB 22.34,TopValue,294,20.67,0,0,0,0,0.00%
THB 19.15 - THB 22.34,traveloka.com,600,20.6,0,0,0,0,0.00%
THB 19.15 - THB 22.34,TripAdvisor Group,586,20.64,0,0,0,0,0.00%
THB 19.15 - THB 22.34,TRUE,"1,075",20.63,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Tune Group,"8,308",20.66,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Unclassified advertisers,"47,842",20.74,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Under Armour,170,20.67,0,0,0,0,0.00%
THB 19.15 - THB 22.34,United Artists Releasing,3,19.75,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Visa,9,20.63,0,0,0,0,0.00%
THB 19.15 - THB 22.34,Woodpecker Asia Tech,26,20.79,0,0,0,0,0.00%
THB 19.15 - THB 22.34,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),122,20.66,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Accor Group,30,24.1,0,0,0,0,0.00%
THB 22.34 - THB 25.53,AIA Group,14,23.93,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Alibaba Group Holding,23,24,0,0,0,0,0.00%
THB 22.34 - THB 25.53,All Nippon Airways,7,24.82,0,0,0,0,0.00%
THB 22.34 - THB 25.53,BCD Holdings,48,23.68,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Booking Holdings,408,23.81,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Carsales Network,1,25.27,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Central Group,334,23.9,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Cigna,7,24.11,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Citigroup,2,23.88,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Ctrip,7,23.41,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Emirates Group,60,23.82,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Fairmont Hotels,132,23.93,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Far East Organization,6,23.77,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Ford Motor Company,24,24.48,0,0,0,0,0.00%
THB 22.34 - THB 25.53,General Electric Company,94,23.92,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Government Of Qatar,71,23.87,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Grab Taxi,"1,390",23.99,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Hilton Worldwide Group,4,22.88,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Hotels Combined,245,23.75,0,0,0,0,0.00%
THB 22.34 - THB 25.53,HP Inc,268,23.27,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Huawei Technologies,13,24.31,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Hyatt,3,23.93,0,0,0,0,0.00%
THB 22.34 - THB 25.53,IAC,7,23.77,0,0,0,0,0.00%
THB 22.34 - THB 25.53,ICart - happyfresh.com,142,24.13,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Intercontinental Hotels Group,173,25.08,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Japan National Tourism Organization,2,25.21,0,0,0,0,0.00%
THB 22.34 - THB 25.53,JD.com,87,23.83,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Krungsri Bank,2,24.03,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Kuok Group,16,23.8,0,0,0,0,0.00%
THB 22.34 - THB 25.53,LATAM Airlines,1,23.01,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Live Nation Entertainment,1,23.13,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Marina Bay Sands,2,24.54,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Marriott International,2,23.96,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Microsoft Corp.,14,23.73,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Minor Group International,35,23.8,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Netflix,"24,819",23.92,0,0,0,0,0.00%
THB 22.34 - THB 25.53,PayPal,3,23.17,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Pomelo,145,23.89,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Renault Group,2,24.87,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Rocket Internet,649,23.84,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Shutterstock,293,23.88,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Singapore Airlines Group,2,24.82,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Skyscanner,21,23.58,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Spotify,7,23.36,0,0,0,0,0.00%
THB 22.34 - THB 25.53,TCC Group,"1,564",23.88,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Telenor Group,567,23.86,0,0,0,0,0.00%
THB 22.34 - THB 25.53,TopValue,252,23.71,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Travelclick,5,23.11,0,0,0,0,0.00%
THB 22.34 - THB 25.53,traveloka.com,434,23.8,0,0,0,0,0.00%
THB 22.34 - THB 25.53,TripAdvisor Group,363,23.89,0,0,0,0,0.00%
THB 22.34 - THB 25.53,TRUE,758,23.91,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Tune Group,"21,379",23.87,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Unclassified advertisers,"32,870",23.54,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Under Armour,136,23.88,0,0,0,0,0.00%
THB 22.34 - THB 25.53,United Artists Releasing,3,24.86,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Visa,14,24.06,0,0,0,0,0.00%
THB 22.34 - THB 25.53,Woodpecker Asia Tech,11,23.75,0,0,0,0,0.00%
THB 22.34 - THB 25.53,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),100,23.8,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Accor Group,3,28.01,0,0,0,0,0.00%
THB 25.53 - THB 28.72,AIA Group,23,28.08,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Air France-KLM Group,1,26.39,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Alibaba Group Holding,21,26.93,0,0,0,0,0.00%
THB 25.53 - THB 28.72,All Nippon Airways,8,27.32,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Barneys,1,25.91,0,0,0,0,0.00%
THB 25.53 - THB 28.72,BCD Holdings,38,26.91,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Booking Holdings,319,26.99,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Central Group,275,27.06,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Cigna,5,27.05,0,0,0,0,0.00%
THB 25.53 - THB 28.72,CIMB,3,27.93,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Citigroup,2,26.55,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Columbia University,1,27.98,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Ctrip,4,27.12,0,0,0,0,0.00%
THB 25.53 - THB 28.72,DAMAC Properties,1,28.11,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Emirates Group,55,27.26,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Facebook,1,27.51,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Ford Motor Company,5,28.39,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Fragrance X,3,26.57,0,0,0,0,0.00%
THB 25.53 - THB 28.72,General Electric Company,75,27.13,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Government Of Qatar,91,27.26,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Grab Taxi,"1,444",27.07,0,0,0,0,0.00%
THB 25.53 - THB 28.72,Hotels Combined,168,27.06,0,0,0,0,0.00%
